name,note,8v,#/b,clef,score_image_front,score_image_back,keyboard_full_image_front,keyboard_full_image_back,keyboard_octave_image,keyboard_blank_image,sound_file,piano_key#,order,tags
B3b treble,B,3,b,treble,"<img src=""piano-score-front-055-38-3-treble-B3b.png""/>","<img src=""piano-score-back-055-38-3-treble-B3b.png""/>","<img src=""piano-keyboard-front-38-3-A3#-B3b.png""/>","<img src=""piano-keyboard-back-38-3-A3#-B3b.png""/>","<img src=""piano-keyboard-octave-back-A#-Bb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-055-38-3-treble-B3b.mp3],38,3,
B3 treble,B,3,,treble,"<img src=""piano-score-front-054-39-3-treble-B3.png""/>","<img src=""piano-score-back-054-39-3-treble-B3.png""/>","<img src=""piano-keyboard-front-39-3-B3.png""/>","<img src=""piano-keyboard-back-39-3-B3.png""/>","<img src=""piano-keyboard-octave-back-B.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-054-39-3-treble-B3.mp3],39,3,
C3 bass,C,3,,bass,"<img src=""piano-score-front-056-28-3-bass-C3.png""/>","<img src=""piano-score-back-056-28-3-bass-C3.png""/>","<img src=""piano-keyboard-front-28-3-C3.png""/>","<img src=""piano-keyboard-back-28-3-C3.png""/>","<img src=""piano-keyboard-octave-back-C.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-056-28-3-bass-C3.mp3],28,1,
C3# bass,C,3,#,bass,"<img src=""piano-score-front-057-29-3-bass-C3#.png""/>","<img src=""piano-score-back-057-29-3-bass-C3#.png""/>","<img src=""piano-keyboard-front-29-3-C3#-D3b.png""/>","<img src=""piano-keyboard-back-29-3-C3#-D3b.png""/>","<img src=""piano-keyboard-octave-back-C#-Db.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-057-29-3-bass-C3#.mp3],29,1,
D3b bass,D,3,b,bass,"<img src=""piano-score-front-060-29-3-bass-D3b.png""/>","<img src=""piano-score-back-060-29-3-bass-D3b.png""/>","<img src=""piano-keyboard-front-29-3-C3#-D3b.png""/>","<img src=""piano-keyboard-back-29-3-C3#-D3b.png""/>","<img src=""piano-keyboard-octave-back-C#-Db.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-060-29-3-bass-D3b.mp3],29,1,
D3 bass,D,3,,bass,"<img src=""piano-score-front-058-30-3-bass-D3.png""/>","<img src=""piano-score-back-058-30-3-bass-D3.png""/>","<img src=""piano-keyboard-front-30-3-D3.png""/>","<img src=""piano-keyboard-back-30-3-D3.png""/>","<img src=""piano-keyboard-octave-back-D.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-058-30-3-bass-D3.mp3],30,1,
D3# bass,D,3,#,bass,"<img src=""piano-score-front-059-31-3-bass-D3#.png""/>","<img src=""piano-score-back-059-31-3-bass-D3#.png""/>","<img src=""piano-keyboard-front-31-3-D3#-E3b.png""/>","<img src=""piano-keyboard-back-31-3-D3#-E3b.png""/>","<img src=""piano-keyboard-octave-back-D#-Eb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-059-31-3-bass-D3#.mp3],31,1,
E3b bass,E,3,b,bass,"<img src=""piano-score-front-062-31-3-bass-E3b.png""/>","<img src=""piano-score-back-062-31-3-bass-E3b.png""/>","<img src=""piano-keyboard-front-31-3-D3#-E3b.png""/>","<img src=""piano-keyboard-back-31-3-D3#-E3b.png""/>","<img src=""piano-keyboard-octave-back-D#-Eb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-062-31-3-bass-E3b.mp3],31,1,
E3 bass,E,3,,bass,"<img src=""piano-score-front-061-32-3-bass-E3.png""/>","<img src=""piano-score-back-061-32-3-bass-E3.png""/>","<img src=""piano-keyboard-front-32-3-E3.png""/>","<img src=""piano-keyboard-back-32-3-E3.png""/>","<img src=""piano-keyboard-octave-back-E.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-061-32-3-bass-E3.mp3],32,1,
F3 bass,F,3,,bass,"<img src=""piano-score-front-063-33-3-bass-F3.png""/>","<img src=""piano-score-back-063-33-3-bass-F3.png""/>","<img src=""piano-keyboard-front-33-3-F3.png""/>","<img src=""piano-keyboard-back-33-3-F3.png""/>","<img src=""piano-keyboard-octave-back-F.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-063-33-3-bass-F3.mp3],33,1,
F3# bass,F,3,#,bass,"<img src=""piano-score-front-064-34-3-bass-F3#.png""/>","<img src=""piano-score-back-064-34-3-bass-F3#.png""/>","<img src=""piano-keyboard-front-34-3-F3#-G3b.png""/>","<img src=""piano-keyboard-back-34-3-F3#-G3b.png""/>","<img src=""piano-keyboard-octave-back-F#-Gb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-064-34-3-bass-F3#.mp3],34,1,
G3b bass,G,3,b,bass,"<img src=""piano-score-front-067-34-3-bass-G3b.png""/>","<img src=""piano-score-back-067-34-3-bass-G3b.png""/>","<img src=""piano-keyboard-front-34-3-F3#-G3b.png""/>","<img src=""piano-keyboard-back-34-3-F3#-G3b.png""/>","<img src=""piano-keyboard-octave-back-F#-Gb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-067-34-3-bass-G3b.mp3],34,1,
G3 bass,G,3,,bass,"<img src=""piano-score-front-065-35-3-bass-G3.png""/>","<img src=""piano-score-back-065-35-3-bass-G3.png""/>","<img src=""piano-keyboard-front-35-3-G3.png""/>","<img src=""piano-keyboard-back-35-3-G3.png""/>","<img src=""piano-keyboard-octave-back-G.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-065-35-3-bass-G3.mp3],35,1,
G3# bass,G,3,#,bass,"<img src=""piano-score-front-066-36-3-bass-G3#.png""/>","<img src=""piano-score-back-066-36-3-bass-G3#.png""/>","<img src=""piano-keyboard-front-36-3-G3#-A3b.png""/>","<img src=""piano-keyboard-back-36-3-G3#-A3b.png""/>","<img src=""piano-keyboard-octave-back-G#-Ab.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-066-36-3-bass-G3#.mp3],36,1,
A3b bass,A,3,b,bass,"<img src=""piano-score-front-070-36-3-bass-A3b.png""/>","<img src=""piano-score-back-070-36-3-bass-A3b.png""/>","<img src=""piano-keyboard-front-36-3-G3#-A3b.png""/>","<img src=""piano-keyboard-back-36-3-G3#-A3b.png""/>","<img src=""piano-keyboard-octave-back-G#-Ab.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-070-36-3-bass-A3b.mp3],36,1,
A3 bass,A,3,,bass,"<img src=""piano-score-front-068-37-3-bass-A3.png""/>","<img src=""piano-score-back-068-37-3-bass-A3.png""/>","<img src=""piano-keyboard-front-37-3-A3.png""/>","<img src=""piano-keyboard-back-37-3-A3.png""/>","<img src=""piano-keyboard-octave-back-A.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-068-37-3-bass-A3.mp3],37,1,
A3# bass,A,3,#,bass,"<img src=""piano-score-front-069-38-3-bass-A3#.png""/>","<img src=""piano-score-back-069-38-3-bass-A3#.png""/>","<img src=""piano-keyboard-front-38-3-A3#-B3b.png""/>","<img src=""piano-keyboard-back-38-3-A3#-B3b.png""/>","<img src=""piano-keyboard-octave-back-A#-Bb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-069-38-3-bass-A3#.mp3],38,1,
B3b bass,B,3,b,bass,"<img src=""piano-score-front-072-38-3-bass-B3b.png""/>","<img src=""piano-score-back-072-38-3-bass-B3b.png""/>","<img src=""piano-keyboard-front-38-3-A3#-B3b.png""/>","<img src=""piano-keyboard-back-38-3-A3#-B3b.png""/>","<img src=""piano-keyboard-octave-back-A#-Bb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-072-38-3-bass-B3b.mp3],38,1,
B3 bass,B,3,,bass,"<img src=""piano-score-front-071-39-3-bass-B3.png""/>","<img src=""piano-score-back-071-39-3-bass-B3.png""/>","<img src=""piano-keyboard-front-39-3-B3.png""/>","<img src=""piano-keyboard-back-39-3-B3.png""/>","<img src=""piano-keyboard-octave-back-B.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-071-39-3-bass-B3.mp3],39,1,
C4 treble,C,4,,treble,"<img src=""piano-score-front-073-40-4-treble-C4.png""/>","<img src=""piano-score-back-073-40-4-treble-C4.png""/>","<img src=""piano-keyboard-front-40-4-C4.png""/>","<img src=""piano-keyboard-back-40-4-C4.png""/>","<img src=""piano-keyboard-octave-back-C.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-073-40-4-treble-C4.mp3],40,0,
C4# treble,C,4,#,treble,"<img src=""piano-score-front-074-41-4-treble-C4#.png""/>","<img src=""piano-score-back-074-41-4-treble-C4#.png""/>","<img src=""piano-keyboard-front-41-4-C4#-D4b.png""/>","<img src=""piano-keyboard-back-41-4-C4#-D4b.png""/>","<img src=""piano-keyboard-octave-back-C#-Db.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-074-41-4-treble-C4#.mp3],41,0,
D4b treble,D,4,b,treble,"<img src=""piano-score-front-077-41-4-treble-D4b.png""/>","<img src=""piano-score-back-077-41-4-treble-D4b.png""/>","<img src=""piano-keyboard-front-41-4-C4#-D4b.png""/>","<img src=""piano-keyboard-back-41-4-C4#-D4b.png""/>","<img src=""piano-keyboard-octave-back-C#-Db.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-077-41-4-treble-D4b.mp3],41,0,
D4 treble,D,4,,treble,"<img src=""piano-score-front-075-42-4-treble-D4.png""/>","<img src=""piano-score-back-075-42-4-treble-D4.png""/>","<img src=""piano-keyboard-front-42-4-D4.png""/>","<img src=""piano-keyboard-back-42-4-D4.png""/>","<img src=""piano-keyboard-octave-back-D.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-075-42-4-treble-D4.mp3],42,0,
D4# treble,D,4,#,treble,"<img src=""piano-score-front-076-43-4-treble-D4#.png""/>","<img src=""piano-score-back-076-43-4-treble-D4#.png""/>","<img src=""piano-keyboard-front-43-4-D4#-E4b.png""/>","<img src=""piano-keyboard-back-43-4-D4#-E4b.png""/>","<img src=""piano-keyboard-octave-back-D#-Eb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-076-43-4-treble-D4#.mp3],43,0,
E4b treble,E,4,b,treble,"<img src=""piano-score-front-079-43-4-treble-E4b.png""/>","<img src=""piano-score-back-079-43-4-treble-E4b.png""/>","<img src=""piano-keyboard-front-43-4-D4#-E4b.png""/>","<img src=""piano-keyboard-back-43-4-D4#-E4b.png""/>","<img src=""piano-keyboard-octave-back-D#-Eb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-079-43-4-treble-E4b.mp3],43,0,
E4 treble,E,4,,treble,"<img src=""piano-score-front-078-44-4-treble-E4.png""/>","<img src=""piano-score-back-078-44-4-treble-E4.png""/>","<img src=""piano-keyboard-front-44-4-E4.png""/>","<img src=""piano-keyboard-back-44-4-E4.png""/>","<img src=""piano-keyboard-octave-back-E.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-078-44-4-treble-E4.mp3],44,0,
F4 treble,F,4,,treble,"<img src=""piano-score-front-080-45-4-treble-F4.png""/>","<img src=""piano-score-back-080-45-4-treble-F4.png""/>","<img src=""piano-keyboard-front-45-4-F4.png""/>","<img src=""piano-keyboard-back-45-4-F4.png""/>","<img src=""piano-keyboard-octave-back-F.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-080-45-4-treble-F4.mp3],45,0,
F4# treble,F,4,#,treble,"<img src=""piano-score-front-081-46-4-treble-F4#.png""/>","<img src=""piano-score-back-081-46-4-treble-F4#.png""/>","<img src=""piano-keyboard-front-46-4-F4#-G4b.png""/>","<img src=""piano-keyboard-back-46-4-F4#-G4b.png""/>","<img src=""piano-keyboard-octave-back-F#-Gb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-081-46-4-treble-F4#.mp3],46,0,
G4b treble,G,4,b,treble,"<img src=""piano-score-front-084-46-4-treble-G4b.png""/>","<img src=""piano-score-back-084-46-4-treble-G4b.png""/>","<img src=""piano-keyboard-front-46-4-F4#-G4b.png""/>","<img src=""piano-keyboard-back-46-4-F4#-G4b.png""/>","<img src=""piano-keyboard-octave-back-F#-Gb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-084-46-4-treble-G4b.mp3],46,0,
G4 treble,G,4,,treble,"<img src=""piano-score-front-082-47-4-treble-G4.png""/>","<img src=""piano-score-back-082-47-4-treble-G4.png""/>","<img src=""piano-keyboard-front-47-4-G4.png""/>","<img src=""piano-keyboard-back-47-4-G4.png""/>","<img src=""piano-keyboard-octave-back-G.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-082-47-4-treble-G4.mp3],47,0,
G4# treble,G,4,#,treble,"<img src=""piano-score-front-083-48-4-treble-G4#.png""/>","<img src=""piano-score-back-083-48-4-treble-G4#.png""/>","<img src=""piano-keyboard-front-48-4-G4#-A4b.png""/>","<img src=""piano-keyboard-back-48-4-G4#-A4b.png""/>","<img src=""piano-keyboard-octave-back-G#-Ab.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-083-48-4-treble-G4#.mp3],48,0,
A4b treble,A,4,b,treble,"<img src=""piano-score-front-087-48-4-treble-A4b.png""/>","<img src=""piano-score-back-087-48-4-treble-A4b.png""/>","<img src=""piano-keyboard-front-48-4-G4#-A4b.png""/>","<img src=""piano-keyboard-back-48-4-G4#-A4b.png""/>","<img src=""piano-keyboard-octave-back-G#-Ab.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-087-48-4-treble-A4b.mp3],48,0,
A4 treble,A,4,,treble,"<img src=""piano-score-front-085-49-4-treble-A4.png""/>","<img src=""piano-score-back-085-49-4-treble-A4.png""/>","<img src=""piano-keyboard-front-49-4-A4.png""/>","<img src=""piano-keyboard-back-49-4-A4.png""/>","<img src=""piano-keyboard-octave-back-A.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-085-49-4-treble-A4.mp3],49,0,
A4# treble,A,4,#,treble,"<img src=""piano-score-front-086-50-4-treble-A4#.png""/>","<img src=""piano-score-back-086-50-4-treble-A4#.png""/>","<img src=""piano-keyboard-front-50-4-A4#-B4b.png""/>","<img src=""piano-keyboard-back-50-4-A4#-B4b.png""/>","<img src=""piano-keyboard-octave-back-A#-Bb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-086-50-4-treble-A4#.mp3],50,0,
B4b treble,B,4,b,treble,"<img src=""piano-score-front-089-50-4-treble-B4b.png""/>","<img src=""piano-score-back-089-50-4-treble-B4b.png""/>","<img src=""piano-keyboard-front-50-4-A4#-B4b.png""/>","<img src=""piano-keyboard-back-50-4-A4#-B4b.png""/>","<img src=""piano-keyboard-octave-back-A#-Bb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-089-50-4-treble-B4b.mp3],50,0,
B4 treble,B,4,,treble,"<img src=""piano-score-front-088-51-4-treble-B4.png""/>","<img src=""piano-score-back-088-51-4-treble-B4.png""/>","<img src=""piano-keyboard-front-51-4-B4.png""/>","<img src=""piano-keyboard-back-51-4-B4.png""/>","<img src=""piano-keyboard-octave-back-B.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-088-51-4-treble-B4.mp3],51,0,
C4 bass,C,4,,bass,"<img src=""piano-score-front-090-40-4-bass-C4.png""/>","<img src=""piano-score-back-090-40-4-bass-C4.png""/>","<img src=""piano-keyboard-front-40-4-C4.png""/>","<img src=""piano-keyboard-back-40-4-C4.png""/>","<img src=""piano-keyboard-octave-back-C.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-090-40-4-bass-C4.mp3],40,1,
C4# bass,C,4,#,bass,"<img src=""piano-score-front-091-41-4-bass-C4#.png""/>","<img src=""piano-score-back-091-41-4-bass-C4#.png""/>","<img src=""piano-keyboard-front-41-4-C4#-D4b.png""/>","<img src=""piano-keyboard-back-41-4-C4#-D4b.png""/>","<img src=""piano-keyboard-octave-back-C#-Db.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-091-41-4-bass-C4#.mp3],41,1,
D4b bass,D,4,b,bass,"<img src=""piano-score-front-094-41-4-bass-D4b.png""/>","<img src=""piano-score-back-094-41-4-bass-D4b.png""/>","<img src=""piano-keyboard-front-41-4-C4#-D4b.png""/>","<img src=""piano-keyboard-back-41-4-C4#-D4b.png""/>","<img src=""piano-keyboard-octave-back-C#-Db.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-094-41-4-bass-D4b.mp3],41,1,
D4 bass,D,4,,bass,"<img src=""piano-score-front-092-42-4-bass-D4.png""/>","<img src=""piano-score-back-092-42-4-bass-D4.png""/>","<img src=""piano-keyboard-front-42-4-D4.png""/>","<img src=""piano-keyboard-back-42-4-D4.png""/>","<img src=""piano-keyboard-octave-back-D.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-092-42-4-bass-D4.mp3],42,1,
D4# bass,D,4,#,bass,"<img src=""piano-score-front-093-43-4-bass-D4#.png""/>","<img src=""piano-score-back-093-43-4-bass-D4#.png""/>","<img src=""piano-keyboard-front-43-4-D4#-E4b.png""/>","<img src=""piano-keyboard-back-43-4-D4#-E4b.png""/>","<img src=""piano-keyboard-octave-back-D#-Eb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-093-43-4-bass-D4#.mp3],43,1,
E4b bass,E,4,b,bass,"<img src=""piano-score-front-096-43-4-bass-E4b.png""/>","<img src=""piano-score-back-096-43-4-bass-E4b.png""/>","<img src=""piano-keyboard-front-43-4-D4#-E4b.png""/>","<img src=""piano-keyboard-back-43-4-D4#-E4b.png""/>","<img src=""piano-keyboard-octave-back-D#-Eb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-096-43-4-bass-E4b.mp3],43,1,
E4 bass,E,4,,bass,"<img src=""piano-score-front-095-44-4-bass-E4.png""/>","<img src=""piano-score-back-095-44-4-bass-E4.png""/>","<img src=""piano-keyboard-front-44-4-E4.png""/>","<img src=""piano-keyboard-back-44-4-E4.png""/>","<img src=""piano-keyboard-octave-back-E.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-095-44-4-bass-E4.mp3],44,1,
F4 bass,F,4,,bass,"<img src=""piano-score-front-097-45-4-bass-F4.png""/>","<img src=""piano-score-back-097-45-4-bass-F4.png""/>","<img src=""piano-keyboard-front-45-4-F4.png""/>","<img src=""piano-keyboard-back-45-4-F4.png""/>","<img src=""piano-keyboard-octave-back-F.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-097-45-4-bass-F4.mp3],45,1,
F4# bass,F,4,#,bass,"<img src=""piano-score-front-098-46-4-bass-F4#.png""/>","<img src=""piano-score-back-098-46-4-bass-F4#.png""/>","<img src=""piano-keyboard-front-46-4-F4#-G4b.png""/>","<img src=""piano-keyboard-back-46-4-F4#-G4b.png""/>","<img src=""piano-keyboard-octave-back-F#-Gb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-098-46-4-bass-F4#.mp3],46,1,
G4b bass,G,4,b,bass,"<img src=""piano-score-front-101-46-4-bass-G4b.png""/>","<img src=""piano-score-back-101-46-4-bass-G4b.png""/>","<img src=""piano-keyboard-front-46-4-F4#-G4b.png""/>","<img src=""piano-keyboard-back-46-4-F4#-G4b.png""/>","<img src=""piano-keyboard-octave-back-F#-Gb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-101-46-4-bass-G4b.mp3],46,1,
G4 bass,G,4,,bass,"<img src=""piano-score-front-099-47-4-bass-G4.png""/>","<img src=""piano-score-back-099-47-4-bass-G4.png""/>","<img src=""piano-keyboard-front-47-4-G4.png""/>","<img src=""piano-keyboard-back-47-4-G4.png""/>","<img src=""piano-keyboard-octave-back-G.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-099-47-4-bass-G4.mp3],47,1,
G4# bass,G,4,#,bass,"<img src=""piano-score-front-100-48-4-bass-G4#.png""/>","<img src=""piano-score-back-100-48-4-bass-G4#.png""/>","<img src=""piano-keyboard-front-48-4-G4#-A4b.png""/>","<img src=""piano-keyboard-back-48-4-G4#-A4b.png""/>","<img src=""piano-keyboard-octave-back-G#-Ab.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-100-48-4-bass-G4#.mp3],48,1,
A4b bass,A,4,b,bass,"<img src=""piano-score-front-104-48-4-bass-A4b.png""/>","<img src=""piano-score-back-104-48-4-bass-A4b.png""/>","<img src=""piano-keyboard-front-48-4-G4#-A4b.png""/>","<img src=""piano-keyboard-back-48-4-G4#-A4b.png""/>","<img src=""piano-keyboard-octave-back-G#-Ab.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-104-48-4-bass-A4b.mp3],48,1,
A4 bass,A,4,,bass,"<img src=""piano-score-front-102-49-4-bass-A4.png""/>","<img src=""piano-score-back-102-49-4-bass-A4.png""/>","<img src=""piano-keyboard-front-49-4-A4.png""/>","<img src=""piano-keyboard-back-49-4-A4.png""/>","<img src=""piano-keyboard-octave-back-A.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-102-49-4-bass-A4.mp3],49,1,
A4# bass,A,4,#,bass,"<img src=""piano-score-front-103-50-4-bass-A4#.png""/>","<img src=""piano-score-back-103-50-4-bass-A4#.png""/>","<img src=""piano-keyboard-front-50-4-A4#-B4b.png""/>","<img src=""piano-keyboard-back-50-4-A4#-B4b.png""/>","<img src=""piano-keyboard-octave-back-A#-Bb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-103-50-4-bass-A4#.mp3],50,1,
B4b bass,B,4,b,bass,"<img src=""piano-score-front-106-50-4-bass-B4b.png""/>","<img src=""piano-score-back-106-50-4-bass-B4b.png""/>","<img src=""piano-keyboard-front-50-4-A4#-B4b.png""/>","<img src=""piano-keyboard-back-50-4-A4#-B4b.png""/>","<img src=""piano-keyboard-octave-back-A#-Bb.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-106-50-4-bass-B4b.mp3],50,1,
B4 bass,B,4,,bass,"<img src=""piano-score-front-105-51-4-bass-B4.png""/>","<img src=""piano-score-back-105-51-4-bass-B4.png""/>","<img src=""piano-keyboard-front-51-4-B4.png""/>","<img src=""piano-keyboard-back-51-4-B4.png""/>","<img src=""piano-keyboard-octave-back-B.png""/>","<img src=""piano-keyboard-00-blank.png""/>",[sound:piano-audio-105-51-4-bass-B4.mp3],51,1,
